,organizations,label,score,link,summary
1483,,NEGATIVE,-0.9930604696273804,CMS-2017-0133-1996," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Laura Pakaln: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1484,,NEGATIVE,-0.9937264919281006,CMS-2014-0115-16840," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1485,,NEGATIVE,-0.9922577738761902,CMS-2017-0133-2331," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Lillian Batarseh: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1486,,NEGATIVE,-0.9921287298202515,CMS-2017-0133-2336," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1487,['Sisters'],NEGATIVE,-0.9967859983444214,CMS-2017-0133-2420," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1488,,NEGATIVE,-0.992680549621582,CMS-2017-0133-2465," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . By not providing affordable birth control to all women you are saying that you don't  respect women ."
1489,,NEGATIVE,-0.994567334651947,CMS-2014-0115-17260," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1490,,NEGATIVE,-0.9939273595809937,CMS-2014-0115-17259," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1491,,NEGATIVE,-0.9937204718589783,CMS-2017-0133-2485," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Janice Miller: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1492,,NEGATIVE,-0.9957586526870728,CMS-2017-0133-2487," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1493,,NEGATIVE,-0.9911413192749023,CMS-2014-0115-17265," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1494,,NEGATIVE,-0.9939919114112854,CMS-2014-0115-17266," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . I urge you to rescind these harmful discriminatory rules immediately, Barbara Charles writes to Acting Secretary Eric Hargan ."
1495,,NEGATIVE,-0.9917899370193481,CMS-2017-0133-2367," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1496,,NEGATIVE,-0.9929198622703552,CMS-2014-0115-17280," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1497,,NEGATIVE,-0.9954946041107178,CMS-2017-0133-2521," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1498,,NEGATIVE,-0.9954946041107178,CMS-2014-0115-17282," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1499,,NEGATIVE,-0.9868570566177368,CMS-2017-0133-5903," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Karen Fassler: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1500,,NEGATIVE,-0.9942938089370728,CMS-2017-0133-247," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1501,,NEGATIVE,-0.995206892490387,CMS-2014-0115-17156," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1502,,NEGATIVE,-0.9946327209472656,CMS-2017-0133-2399," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1503,,NEGATIVE,-0.9927022457122803,CMS-2017-0133-2455," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1504,,NEGATIVE,-0.9938481450080872,CMS-2014-0115-17167," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1505,,NEGATIVE,-0.9923923015594482,CMS-2014-0115-1729," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1506,,NEGATIVE,-0.9928847551345825,CMS-2014-0115-17346," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1507,,NEGATIVE,-0.9927902817726135,CMS-2014-0115-17300," Ted Vollers, Ph,. D., Mech Eng., Retired, writes to Acting Secretary Eric Hargan . He urges him to rescind these harmful discriminatory rules immediately . He says some women will be unable to afford birth control and others won't be able to obtain birth control at all ."
1508,,NEGATIVE,-0.9928483366966248,CMS-2017-0133-2548," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Ann McBeth writes to Acting Secretary Eric Hargan urging him to rescind these harmful discriminatory rules ."
1509,,NEGATIVE,-0.9929312467575073,CMS-2014-0115-17313," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1510,,NEGATIVE,-0.9936220645904541,CMS-2017-0133-2560," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1511,,NEGATIVE,-0.9924176335334778,CMS-2017-0133-2576," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1512,,NEGATIVE,-0.9935734868049622,CMS-2014-0115-17361," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1513,,NEGATIVE,-0.9934419989585876,CMS-2017-0133-2632," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1514,,NEGATIVE,-0.9920613765716553,CMS-2014-0115-17380," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1515,,NEGATIVE,-0.992275059223175,CMS-2017-0133-265," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1516,,NEGATIVE,-0.9941538572311401,CMS-2014-0115-17450," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1517,,NEGATIVE,-0.9941174387931824,CMS-2014-0115-17452," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1518,,NEGATIVE,-0.9937323331832886,CMS-2017-0133-2657," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1519,,NEGATIVE,-0.9933964014053345,CMS-2017-0133-269," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1520,,NEGATIVE,-0.9921079277992249,CMS-2017-0133-2695," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1521,,NEGATIVE,-0.9918184280395508,CMS-2014-0115-17468," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1522,['TY'],NEGATIVE,-0.9917270541191101,CMS-2017-0133-271," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1523,,NEGATIVE,-0.9934410452842712,CMS-2014-0115-17438," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1524,,NEGATIVE,-0.9941513538360596,CMS-2017-0133-2680," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1525,,NEGATIVE,-0.9938847422599792,CMS-2017-0133-2729," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1526,,NEGATIVE,-0.9957467317581177,CMS-2014-0115-17517," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1527,,NEGATIVE,-0.9935880303382874,CMS-2014-0115-17499," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1528,,NEGATIVE,-0.9932751655578613,CMS-2014-0115-17503," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Kaaren Zvonik: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1529,,NEGATIVE,-0.9936388731002808,CMS-2017-0133-2739," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Sandra Kueger: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1530,,NEGATIVE,-0.9933541417121887,CMS-2014-0115-17519," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Kelly Pigney: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1531,,NEGATIVE,-0.994483470916748,CMS-2017-0133-2810," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1532,,NEGATIVE,-0.9925639033317566,CMS-2014-0115-17592," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1533,,NEGATIVE,-0.9927607178688049,CMS-2017-0133-28," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1534,,NEGATIVE,-0.9920955896377563,CMS-2017-0133-2928," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1535,,NEGATIVE,-0.9916225671768188,CMS-2014-0115-17710," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Alison Biuso: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1536,,NEGATIVE,-0.9127305746078491,CMS-2014-0115-17718," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1537,,NEGATIVE,-0.9127305746078491,CMS-2017-0133-293," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1538,,NEGATIVE,-0.9946016669273376,CMS-2014-0115-17720," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . Brandon Allendorf: By allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . He urges the Acting Secretary Eric Hargan to rescind these harmful discriminatory rules immediately ."
1539,,NEGATIVE,-0.9939805865287781,CMS-2014-0115-17706," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1540,,NEGATIVE,-0.9906983971595764,CMS-2017-0133-29," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1541,,NEGATIVE,-0.992318332195282,CMS-2017-0133-2950," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1542,,NEGATIVE,-0.9934915900230408,CMS-2017-0133-2967, Leah Prusiner writes to Acting Secretary Eric Hargan . She says the Affordable Care Act guaranteed insurance coverage of birth control without additional cost . Some women will be unable to afford the most appropriate method of birth birth control and others won't be able to obtain birth control at all .
1543,,NEGATIVE,-0.9926303625106812,CMS-2014-0115-17759," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1544,,NEGATIVE,-0.9927743077278137,CMS-2014-0115-17763," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1545,,NEGATIVE,-0.9922702312469482,CMS-2014-0115-17765," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1546,,NEGATIVE,-0.988245964050293,CMS-2014-0115-17523," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1547,,NEGATIVE,-0.9868656396865845,CMS-2017-0133-2756," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Gerold Willing writes to Acting Secretary Eric Hargan urging him to rescind these harmful discriminatory rules ."
1548,,NEGATIVE,-0.9787178635597229,CMS-2017-0133-3025," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Lacey Wozny: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1549,,NEGATIVE,-0.9941059350967407,CMS-2014-0115-17871," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1550,,NEGATIVE,-0.9924846291542053,CMS-2014-0115-1787," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1551,,NEGATIVE,-0.9933041930198669,CMS-2017-0133-3013," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1552,,NEGATIVE,-0.9945011138916016,CMS-2014-0115-17886," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1553,['ish'],NEGATIVE,-0.9946107268333435,CMS-2017-0133-2879," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1554,,NEGATIVE,-0.988167941570282,CMS-2014-0115-17819," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Taking birth control from these women will result in higher costs to feed, house, and educate these children ."
1555,['beam'],NEGATIVE,-0.9963245987892151,CMS-2014-0115-17893," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1556,,NEGATIVE,-0.9929121732711792,CMS-2017-0133-301," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1557,,NEGATIVE,-0.994043231010437,CMS-2014-0115-17948," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1558,,NEGATIVE,-0.9920648336410522,CMS-2017-0133-3119," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Rebecca Koo: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1559,,NEGATIVE,-0.9923684000968933,CMS-2017-0133-3163," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1560,,NEGATIVE,-0.9929866194725037,CMS-2014-0115-17976," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1561,,NEGATIVE,-0.9947338104248047,CMS-2017-0133-3212," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1562,['MarilynnHarperMedia'],NEGATIVE,-0.993595540523529,CMS-2017-0133-325," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1563,,NEGATIVE,-0.9945312738418579,CMS-2017-0133-3280," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1564,,NEGATIVE,-0.9939500093460083,CMS-2014-0115-18090," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1565,,NEGATIVE,-0.9939523935317993,CMS-2014-0115-1808," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Roxanne Grossman: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1566,,NEGATIVE,-0.9922590851783752,CMS-2014-0115-18013," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Womens' bodies are none of Eric Hargan's concern, Trina Joyce writes ."
1567,,NEGATIVE,-0.9920557141304016,CMS-2014-0115-18103," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1568,['r'],NEGATIVE,-0.9970067739486694,CMS-2017-0133-5942," Bruce Doxey writes to Acting Secretary Eric Hargan . He says employers and universities can't deny women birth control coverage . Some women will be unable to afford the most appropriate method of birth control and others won't be able to obtain birth control at all, he writes . The proposal is an extreme case of government over-reach ."
1569,,NEGATIVE,-0.993732750415802,CMS-2014-0115-17860," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1570,,NEGATIVE,-0.9904012084007263,CMS-2014-0115-17995," By allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method of birth control and others won't be able to obtain birth control at all . I urge you to rescind these harmful discriminatory rules immediately ."
1571,,NEGATIVE,-0.9945162534713745,CMS-2017-0133-3230," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Kelly Smith urges the Acting Secretary Eric Hargan to rescind these harmful discriminatory rules immediately ."
1572,,NEGATIVE,-0.9956777095794678,CMS-2017-0133-3235," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1573,,NEGATIVE,-0.994422197341919,CMS-2017-0133-3239," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1574,,NEGATIVE,-0.9899542927742004,CMS-2017-0133-32," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1575,,NEGATIVE,-0.9933472275733948,CMS-2017-0133-3245," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1577,,NEGATIVE,-0.9936774373054504,CMS-2014-0115-18116," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Tami Fosmark: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1578,,NEGATIVE,-0.9934409856796265,CMS-2017-0133-3310," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1579,,NEGATIVE,-0.9933637976646423,CMS-2017-0133-3309," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1580,,NEGATIVE,-0.9940778017044067,CMS-2017-0133-3313," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1581,,NEGATIVE,-0.9935479164123535,CMS-2014-0115-18156," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1582,,NEGATIVE,-0.9922063946723938,CMS-2014-0115-18138," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Maureen Saval: Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1583,,NEGATIVE,-0.9920990467071533,CMS-2014-0115-18139," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
1584,,NEGATIVE,-0.9923045039176941,CMS-2014-0115-18166," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Michelle D. Law urges Acting Secretary Eric Hargan to rescind these harmful discriminatory rules ."
1585,,NEGATIVE,-0.9912399053573608,CMS-2014-0115-18171," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Birth control not only reduces unwanted pregnancies, it treats other forms of illness . I urge you to rescind these harmful discriminatory rules ."
1586,,NEGATIVE,-0.993367612361908,CMS-2017-0133-3361," The Affordable Care Act guaranteed insurance coverage of birth control without additional cost . But by allowing employers and universities to deny women birth control coverage, these rules illegally take that away from women . Some women will be unable to afford the most appropriate method and others won't be able to obtain birth control at all ."
